Material,ID,Configuration,Total energy [eV/atom],Band gap [eV],Volume [Å3/atom],# of ionic steps,Converged
MnC,338202,static,-8.356,0.0,7.554,1.0,True
MnC,338202,relaxation,-8.358,0.0,7.554,3.0,True
NC,3249,coarse_relax,-8.357,,12.479,31.0,False
NC,3249,fine_relax,-7.991,,13.207,15.0,False
NC,3249,standard,-8.009,4.2,13.207,1.0,True
NC,3249,relaxation,-8.066,0.0,15.252,9.0,True
NC,3249,static,-8.055,4.4,15.252,1.0,True
NC,1218937,relaxation,-6.432,0.0,6.062,3.0,True
NC,1218937,static,-6.427,0.0,6.063,1.0,True
NC,1234894,relaxation,-5.955,0.0,5.753,3.0,True
NC,1234894,static,-5.946,0.0,5.753,1.0,True
NC,1105245,relaxation,-5.955,0.0,5.752,3.0,True
NC,1105245,static,-5.946,0.0,5.752,1.0,True
NC,306060,initialize,-3.146,0.0,16.022,1.0,True
NC,306060,coarse_relax,-5.003,0.0,6.992,4.0,True
NC,306060,fine_relax,-4.547,0.0,6.823,3.0,True
NC,306060,standard,-4.532,0.0,6.823,1.0,True
NC,306060,static,-4.532,0.0,6.81,1.0,True
NC,306060,relaxation,-4.547,0.0,6.81,3.0,True
NC,337602,initialize,-3.133,0.0,16.022,1.0,True
NC,337602,coarse_relax,-4.794,0.0,7.594,4.0,True
NC,337602,fine_relax,-4.34,0.0,7.411,6.0,True
NC,337602,standard,-4.326,0.0,7.411,1.0,True
NC,337602,static,-4.48,0.0,6.78,1.0,True
NC,337602,relaxation,-4.477,0.0,6.78,3.0,True
NC,1228616,relaxation,-4.453,0.0,7.319,3.0,True
NC,1228616,static,-4.441,0.0,7.319,1.0,True
SeC,327913,initialize,-3.208,0.0,18.025,1.0,True
SeC,327913,coarse_relax,-4.469,0.0,11.828,10.0,True
SeC,327913,fine_relax,-4.432,0.0,12.073,4.0,True
SeC,327913,standard,-4.429,0.0,12.073,1.0,True
SeC,327913,static,-4.43,0.0,12.134,1.0,True
SeC,327913,relaxation,-4.432,0.0,12.134,3.0,True
SeC,1106014,relaxation,-4.433,0.0,12.119,3.0,True
SeC,1106014,static,-4.43,0.0,12.119,1.0,True
SeC,1218960,relaxation,-4.299,0.0,16.916,1.0,True
SeC,1218960,static,-4.297,0.0,16.916,1.0,True
SeC,1228639,relaxation,-4.133,0.0,12.816,3.0,True
SeC,1228639,static,-4.13,0.0,12.816,1.0,True
SeC,306829,initialize,-3.366,0.0,18.025,1.0,True
SeC,306829,coarse_relax,-3.795,0.0,12.556,3.0,True
SeC,306829,fine_relax,-3.694,0.0,12.702,2.0,True
SeC,306829,standard,-3.682,0.0,12.702,1.0,True
SeC,306829,static,-3.682,0.0,12.651,1.0,True
SeC,306829,relaxation,-3.686,0.0,12.651,3.0,True
SeC,338371,initialize,-3.2,0.0,18.025,1.0,True
SeC,338371,coarse_relax,-3.767,0.0,12.452,11.0,True
SeC,338371,fine_relax,-3.452,0.0,12.731,3.0,True
SeC,338371,standard,-3.446,0.0,12.731,1.0,True
SeC,338371,static,-3.633,0.0,12.65,1.0,True
SeC,338371,relaxation,-3.669,0.0,12.65,3.0,True
TeC,1105204,relaxation,-4.34,0.0,15.497,3.0,True
TeC,1105204,static,-4.337,0.0,15.497,1.0,True
