Material,ID,Configuration,Total energy [eV/atom],Band gap [eV],Volume [Å3/atom],# of ionic steps,Converged
FeN,7452,standard,-8.442,0.0,9.334,1.0,True
FeN,7452,fine_relax,-8.445,0.0,9.334,4.0,True
FeN,1225988,relaxation,-8.336,0.0,9.437,3.0,True
FeN,1225988,static,-8.332,0.0,9.437,1.0,True
FeN,1472486,relaxation_0,-8.368,0.0,9.563,8.0,False
FeN,1472486,relaxation,-8.337,0.0,9.435,3.0,True
FeN,1472486,static,-8.332,0.0,9.434,1.0,True
FeN,1440388,relaxation_0,-8.368,0.0,9.563,8.0,False
FeN,1440388,relaxation,-8.337,0.0,9.433,3.0,True
FeN,1440388,static,-8.332,0.0,9.433,1.0,True
FeN,1473886,relaxation_0,-8.288,0.0,8.09,18.0,False
FeN,1473886,relaxation,-8.26,0.0,7.986,3.0,True
FeN,1473886,static,-8.256,0.0,7.986,1.0,True
FeN,1442202,relaxation_0,-8.286,0.0,8.09,5.0,False
FeN,1442202,relaxation,-8.26,0.0,7.98,3.0,True
FeN,1442202,static,-8.256,0.0,7.98,1.0,True
FeN,1443828,relaxation,-8.136,0.0,9.425,5.0,True
FeN,1443828,static,-8.127,0.0,9.425,1.0,True
FeN,1108166,relaxation_0,-7.812,0.0,12.079,60.0,False
FeN,1108166,relaxation_1,-8.098,0.0,9.099,60.0,False
FeN,1108166,relaxation,-8.075,0.0,8.98,7.0,True
FeN,1108166,static,-8.062,0.0,8.98,1.0,True
FeN,1443180,relaxation,-8.067,0.0,8.326,3.0,True
FeN,1443180,static,-8.059,0.0,8.326,1.0,True
FeN,1106055,relaxation,-8.067,0.0,8.302,3.0,True
FeN,1106055,static,-8.059,0.0,8.302,1.0,True
FeN,1441354,relaxation_0,-8.071,0.0,8.324,5.0,False
FeN,1441354,relaxation,-8.06,0.0,8.265,3.0,True
FeN,1441354,static,-8.057,0.0,8.265,1.0,True
FeN,1229474,relaxation,-7.971,0.0,7.891,3.0,True
FeN,1229474,static,-8.052,0.0,7.891,1.0,True
FeN,327954,initialize,-5.559,0.0,17.512,1.0,True
FeN,327954,coarse_relax,-8.293,0.0,7.877,15.0,True
FeN,327954,fine_relax,-8.047,0.0,8.068,5.0,True
FeN,327954,standard,-8.048,0.0,8.068,1.0,True
FeN,327954,static,-7.987,0.0,7.776,1.0,True
FeN,327954,relaxation,-7.947,0.0,7.776,9.0,True
FeN,1220309,relaxation,-7.6,0.0,8.217,3.0,True
FeN,1220309,static,-7.593,0.0,8.217,1.0,True
FeN,306870,initialize,-5.866,0.0,17.512,1.0,True
FeN,306870,coarse_relax,-7.89,0.0,7.696,8.0,True
FeN,306870,fine_relax,-7.548,0.0,7.526,4.0,True
FeN,306870,standard,-7.531,0.0,7.526,1.0,True
FeN,306870,static,-7.592,0.0,8.206,1.0,True
FeN,306870,relaxation,-7.599,0.0,8.206,3.0,True
FeN,338412,initialize,-5.591,0.0,17.512,1.0,True
FeN,338412,coarse_relax,-7.935,0.0,8.257,7.0,True
FeN,338412,fine_relax,-7.104,0.0,8.071,3.0,True
FeN,338412,standard,-7.435,0.0,8.071,1.0,True
FeN,338412,static,-7.472,0.0,7.532,1.0,True
FeN,338412,relaxation,-7.45,0.0,7.532,3.0,True
LiN,1108177,relaxation_0,-4.442,0.0,9.043,60.0,False
LiN,1108177,relaxation,-4.417,0.0,8.715,15.0,True
LiN,1108177,static,-4.405,0.0,8.715,1.0,True
LiN,337767,initialize,-2.728,0.0,22.413,1.0,True
LiN,337767,coarse_relax,-4.753,0.0,7.252,10.0,True
LiN,337767,fine_relax,-4.454,0.0,7.03,3.0,True
LiN,337767,standard,-4.444,0.0,7.03,1.0,True
LiN,337767,static,-4.375,0.0,7.033,1.0,True
LiN,337767,relaxation,-4.374,0.0,7.033,3.0,True
LiN,306225,initialize,-3.064,0.0,22.414,1.0,True
LiN,306225,coarse_relax,-4.658,0.0,8.837,5.0,True
LiN,306225,fine_relax,-4.38,0.0,7.568,3.0,True
LiN,306225,standard,-4.353,0.0,7.568,1.0,True
LiN,306225,static,-4.351,0.0,7.428,1.0,True
LiN,306225,relaxation,-4.363,0.0,7.428,3.0,True
LiN,327309,initialize,-2.812,0.0,22.414,1.0,True
LiN,327309,coarse_relax,-4.615,0.0,7.822,11.0,True
LiN,327309,fine_relax,-4.279,0.0,7.544,3.0,True
LiN,327309,standard,-4.265,0.0,7.544,1.0,True
LiN,327309,static,-4.263,0.0,7.465,1.0,True
LiN,327309,relaxation,-4.273,0.0,7.465,3.0,True
LiN,1230163,relaxation,-4.247,0.0,7.584,3.0,True
LiN,1230163,static,-4.24,0.0,7.584,1.0,True
LiN,1105410,relaxation,-3.994,0.0,8.494,3.0,True
LiN,1105410,static,-3.986,0.0,8.494,1.0,True
LiN,1226677,relaxation,-3.972,0.0,9.912,3.0,True
LiN,1226677,static,-3.962,0.0,9.912,1.0,True
LiN,1223192,relaxation,-3.614,0.0,11.375,3.0,True
LiN,1223192,static,-3.602,0.0,11.375,1.0,True
_NaN,1108182,relaxation_0,-3.563,0.0,12.922,48.0,False
_NaN,1108182,relaxation,-3.533,0.0,12.401,7.0,True
_NaN,1108182,static,-3.523,0.0,12.401,1.0,True
_NaN,304719,initialize,-2.537,0.0,31.276,1.0,True
_NaN,304719,coarse_relax,-3.826,0.0,12.082,5.0,True
_NaN,304719,fine_relax,-3.486,0.0,11.657,2.0,True
_NaN,304719,standard,-3.469,0.0,11.657,1.0,True
_NaN,304719,static,-3.468,0.0,11.628,1.0,True
_NaN,304719,relaxation,-3.478,0.0,11.628,3.0,True
_NaN,336261,initialize,-2.412,0.0,31.276,1.0,True
_NaN,336261,coarse_relax,-3.852,0.0,12.203,11.0,True
_NaN,336261,fine_relax,-3.532,0.0,11.068,5.0,True
_NaN,336261,standard,-3.08,0.0,11.068,1.0,True
_NaN,336261,static,-3.37,0.0,10.698,1.0,True
_NaN,336261,relaxation,-3.363,0.0,10.698,3.0,True
_NaN,325803,initialize,-2.271,0.0,31.276,1.0,True
_NaN,325803,coarse_relax,-3.655,0.0,12.424,10.0,True
_NaN,325803,fine_relax,-3.317,0.0,12.021,3.0,True
_NaN,325803,standard,-3.299,0.0,12.021,1.0,True
_NaN,325803,static,-3.299,0.0,11.991,1.0,True
_NaN,325803,relaxation,-3.307,0.0,11.991,3.0,True
_NaN,1230384,relaxation,-3.299,0.0,12.0,3.0,True
_NaN,1230384,static,-3.291,0.0,12.0,1.0,True
_NaN,1103905,relaxation,-3.152,0.0,14.285,3.0,True
_NaN,1103905,static,-3.144,0.0,14.285,1.0,True
_NaN,1223413,relaxation,-2.883,0.0,19.29,3.0,True
_NaN,1223413,static,-2.875,0.0,19.29,1.0,True
SiN,1108201,relaxation_0,-7.227,0.0,10.157,60.0,False
SiN,1108201,relaxation,-7.199,0.0,9.964,9.0,True
SiN,1108201,static,-7.194,0.0,9.964,1.0,True
SiN,1223436,relaxation,-6.798,0.0,9.767,3.0,True
SiN,1223436,static,-6.794,0.0,9.767,1.0,True
SiN,1107023,relaxation,-6.447,0.0,9.498,3.0,True
SiN,1107023,static,-6.437,0.0,9.498,1.0,True
SiN,1235042,relaxation,-6.387,0.0,9.318,9.0,True
SiN,1235042,static,-6.425,0.0,9.318,1.0,True
SiN,1230407,relaxation,-6.403,0.0,8.592,3.0,True
SiN,1230407,static,-6.404,0.0,8.592,1.0,True
SiN,307838,initialize,-3.869,0.0,21.631,1.0,True
SiN,307838,coarse_relax,-6.02,0.0,8.949,6.0,True
SiN,307838,fine_relax,-5.689,0.0,8.764,3.0,True
SiN,307838,standard,-5.679,0.0,8.764,1.0,True
SiN,307838,static,-5.679,0.0,8.745,1.0,True
SiN,307838,relaxation,-5.684,0.0,8.745,3.0,True
SiN,339380,initialize,-3.632,0.0,21.631,1.0,True
